tipo_logradouro,nome_logradouro,numero,bairro,cep,lat,lng
Estrada,Do Aterrado do Leme,119,Jesuitas,23575330,-22.886334,-43.664292
Rua,Quarenta e Seis,66,Cesarao,23595370,-22.937872,-43.661921
Rua,Geraldo de La Rocque,65,Rio de Janeiro,23073410,-22.885440,-43.588517
Rua,Mario Lago,58,Pedra de Guaratiba,23020724,-22.999027,-43.615637
Rua,Pentecoste,35,Santa Cruz,23575050,-22.906690,-43.682350
Rua,Pentecoste,21,Santa Cruz,23575050,-22.907143,-43.682685
Beco,Da Penha,30,Santa Cruz,23590290,-22.932443,-43.668580
Rua,Jose de Brito,104,Rio de Janeiro,22793220,-22.997734,-43.381147
Rua,Dolores Duran,39,Bras de Pina,21211070,-22.836164,-43.304677
Rua,Joliva da Fonseca,135,Bento Ribeiro,21340080,-22.869246,-43.359412
Rua,Otacilio Pedro Vasco,125,Parque Anchieta,21635380,-22.839607,-43.412176
Rua,Andre Joao Antonil,306,Realengo,21765280,-22.887885,-43.430624
Rua,Jose Domingues,404,Encantado,20756130,-22.892130,-43.304633
Rua,Magalhaes Castro,86,Riachuelo,20961020,-22.896498,-43.256862
Beco,317,217,Mare,21042001,-22.865531,-43.241066
Rua,Campos Sales,14,Nova Conquista,23060720,-22.902385,-43.607166
Avenida,Maracana,475,Maracana,20271111,-22.915790,-43.229287
Rua,Carolina Santos,96,Meier,20720298,-22.907288,-43.284474
Rua,Firmino da Silva,148,Freguesia,22743680,-22.933383,-43.339182
Rua,Candido Faria,393,Jardim Guaratiba,23032060,-22.977574,-43.655214
Rua,Do Dique Entrada 3,10,Jardim America,21240800,-22.802639,-43.323069
Rua,Itapecerica,493,Realengo,21730190,-22.859876,-43.439957
Rua,Arthur Bernardes Filho,275,Barra da Tijuca,22793160,-22.996161,-43.379084
Rua,Arthur Bernardes Filho,315,Barra da Tijuca,22793160,-22.996256,-43.379458
Rua,Conceicao dos Ouros,60,Praca Seca,21321100,-22.905147,-43.350767
Rua,Algeria,138,Taquara,22775455,-22.951152,-43.376123
Rua,Sao Graciano,355,Freguesia,22763140,-22.944808,-43.355210
Rua,Marechal Aguiar,58,Benfica,20920280,-22.896689,-43.235411
Rua,Larga,24,Complexo da Mare,21044420,-22.849656,-43.241430
Rua,Caituba,72,Rio de Janeiro,22725800,-22.916029,-43.375629
Rua,Caituba,41,Rio de Janeiro,22725800,-22.915614,-43.374836
Rua,General Venancio Flores,604,Leblon,22441090,-22.982253,-43.226156
Rua,Engenheiro Emilio Baumgart,603,Marechal Hermes,21610240,-22.861791,-43.374721
Rua,Miguel Rangel,452,Madureira,21350200,-22.877278,-43.329133
Rua,Tingua,217,Rocha Miranda,21540460,-22.855629,-43.342812
Rua,Alice Freitas,101,Vaz Lobo,21371220,-22.858227,-43.326758
Rua,Comandante Rubens Saba,11,Campo Grande,23085350,-22.898937,-43.544689
Rua,Francisco Bernardino,102,Sampaio,20961060,-22.899558,-43.259113
Rua,Acaua,335,Cosmos,23060420,-22.909010,-43.613486
Rua,Monsanto,191,Realengo,21760180,-22.889419,-43.421038
Rua,54,215,Santa Cruz,23595420,-22.935270,-43.664372
Estrada,Do Pre,654,Campo Grande,23015260,-22.906410,-43.541609
Rua,Dom Duarte Leopoldo,96,Jardim Guanabara,21931180,-22.818094,-43.192100
Rua,Sao Luiz Gonzaga,704,Sao Cristovao,20910060,-22.899922,-43.229260
Rua,Joaquim de Maia,81,Padre Miguel,21715290,-22.875875,-43.447355
Rua,Sao Luiz Gonzaga,552,Sao Cristovao,20910060,-22.899568,-43.227942
Rua,Sao Luiz Gonzaga,672,Sao Cristovao,20910060,-22.899837,-43.228982
Rua,Riacho Santo,32,Ricardo de Albuquerque,21665072,-22.831324,-43.386536
Rua,Riacho Santo,44,Ricardo de Albuquerque,21665072,-22.831607,-43.386310
Rua,Cinquenta e Nove,179,Sepetiba,23520660,-22.956546,-43.680900
Rua,Cinquenta e Nove,236,Sepetiba,23520660,-22.956166,-43.680428
Rua,Maranhao,578,Meier,20720230,-22.910121,-43.293282
Rua,Otacilio Novais,470,Taquara,22710020,-22.926914,-43.372732
Rua,Carnaubeira,335,Guaratiba,23032080,-22.975274,-43.640415
Rua,Carnaubeira,305,Guaratiba,23032080,-22.975660,-43.640454
Rua,Carnaubeira,307,Guaratiba,23032080,-22.975602,-43.640395
Rua,Professora Stella de Queiroz,98,Itanhanga,22641565,-22.984565,-43.306686
Beco,Do Rio,1,Jacarezinho,20785080,-22.892071,-43.262010
Beco,Do Rio,17,Jacarezinho,20785080,-22.892280,-43.262614
Rua,Doutor Manuel Cotrim,33,Riachuelo,20961040,-22.896681,-43.257153
Rua,Aquiras,101,Cavalcanti,21370420,-22.867677,-43.312865
Travessa,Beatriz,8,Complexo do Alemao,21061610,-22.858973,-43.269532
Travessa,Beatriz,16,Complexo do Alemao,21061610,-22.859831,-43.269389
Rua,Oswaldo Antonio,5,Santa Cruz,23550695,-22.935930,-43.697330
Travessa,Albertina Guerra,14,Pavuna,21520180,-22.809307,-43.367882
Rua,Roruima,33,Iraja,21371330,-22.850397,-43.324310
Rua,Leonel Brizola,76,Gardenia Azul,22765523,-22.958056,-43.355278
Rua,Registro,1225,Senador Camara,21832270,-22.894321,-43.491710
Rua,Ivo do Prado,114,Campo Grande,23080200,-22.901860,-43.564625
Rua,Da Soja,105,Penha Circular,21011100,-22.818856,-43.280728
Rua,Lopes de Moura,95,Santa Cruz,23515020,-22.918910,-43.683948
Rua,Guilherme Gomes Land,341,Recreio dos Bandeirantes,22790859,-23.023918,-43.497997
Rua,Marechal Jose Pessoa,287,Jardim America,21240365,-22.803423,-43.322482
Rua,Joao Silva,173,Olaria,21031410,-22.847514,-43.260545
Rua,Darcy Vargas,3,Vasco da Gama,20921100,-22.889398,-43.229746
Travessa,Jose dos Reis Tavares,24,Caju,20931004,-22.879617,-43.221418
Rua,Jamelao,58,Freguesia,22743710,-22.931861,-43.339576
Rua,Umbara,325,Cosmos,23062390,-22.894012,-43.600398
Rua,Virginia Vidal,114,Tanque,22735080,-22.917648,-43.358158
Rua,Sumidouro,55,Rocha Miranda,21540590,-22.852733,-43.339997
Rua,Virginia Vidal,208,Tanque,22735080,-22.916338,-43.356191
Rua,Da Inspiracao,749,Vila da Penha,21221330,-22.844671,-43.313419
Rua,Boa Esperanca,12,Jacarepagua,22713551,-22.943995,-43.393036
Rua,Waikiki,15,Costa Barros,21515420,-22.824577,-43.362118
Travessa,Dois Coqueiros,20,Santa Cruz,23510481,-22.927044,-43.672576
Rua,Anesio de Castro,29,Tijuca,20260322,-22.926783,-43.219568
Rua,Anesio de Castro,38,Tijuca,20260322,-22.927004,-43.220093
Praca,Americo Junior,16,Manguinhos,21050100,-22.876936,-43.253193
Rua,Artur Orlando,211,Pechincha,22770040,-22.933644,-43.360371
Rua,Amanhecer da Boa Esperanca,80,Caju,20920460,-22.882138,-43.227142
Rua,Benjamin de Oliveira,23,Vila Kennedy,21853100,-22.852797,-43.491549
Travessa,Mesopotamia,20,Cidade de Deus,22772560,-22.950514,-43.360396
Rua,Hudson Silva,7,Santissimo,23092300,-22.870355,-43.531022
Vila,Airton Sena,38,Jacarepagua,22713567,-22.949428,-43.392218
Vila,Airton Sena,26,Jacarepagua,22713567,-22.949718,-43.391891
Rua,Dezenove de Fevereiro,140,Botafogo,22280030,-22.953735,-43.186218
Rua,Mirim,95,Cosmos,23068310,-22.920792,-43.616473
Rua,Eberete,74,Anchieta,21655530,-22.814348,-43.391479
Rua,Caboclos,3,Ricardo de Albuquerque,21640090,-22.833680,-43.394063
Travessa,Das Rosas,8,Jardim Sulacap,21745100,-22.880353,-43.407162
Rua,Lagoa Grande,210,Anil,22755340,-22.958383,-43.333794
Rua,Bartholomeu Pereira Sodre,15,Mata Machado,20535380,-22.977431,-43.282660
Rua,Encanto,171,Santa Cruz,23575030,-22.906173,-43.683473
Rua,Encanto,31,Santa Cruz,23575030,-22.906576,-43.683715
Rua,Andre Azevedo,30,Olaria,21021480,-22.840768,-43.259512
Avenida,Pastor Martin Luther King Jr,7171,Iraja,21371311,-22.848205,-43.322824
Beco,Democrata,22,Acari,21853004,-22.822587,-43.337204
Rua,A,151,Recreio dos Bandeirantes,22790495,-23.003533,-43.450578
Rua,Marechal Jofre,187,Grajau,20560180,-22.920016,-43.268501
Rua,Boa Fe,17,Inhoaiba Nova Cidade,23063520,-22.906403,-43.590609
Travessa,Sao Bras,4,Madureira,21360060,-22.864221,-43.336170
Beco,Dos Amigos,10,Catumbi,20211320,-22.920280,-43.198869
Rua,Manhama,190,Costa Barros,21665250,-22.826044,-43.376279
Rua,Manhama,9,Costa Barros,21665250,-22.825813,-43.376568
Rua,Da Patria,44,Pavuna,21650230,-22.818501,-43.374896
Travessa,Paulino de Almeida,28,Campo Grande,23017230,-22.918527,-43.535305
Rua,Acapori,191,Gardenia Azul,22765650,-22.960787,-43.350795
Rua,Melquisedeque,33,Costa Barros,21650100,-22.825832,-43.370226
Rua,Cinquenta,48,Sepetiba,23520660,-22.959267,-43.685345
Rua,Argentino Pires de Oliveira,121,Vila Kennedy,21853560,-22.850723,-43.486522
Travessa,Corinto,6,Cidade de Deus,22773560,-22.949057,-43.360202
Rua,Raul Seixas,65,Anil,22750700,-22.947285,-43.332739
Rua,Erasmo Montenegro,63,Freguesia,22745110,-22.931858,-43.329623
Rua,Japegoa,156,Bras de Pina,21011180,-22.823267,-43.289135
Rua,Soldado Brasilio de Almeida,42,Rio de Janeiro,23073220,-22.890399,-43.587803
Rua,Boa Sorte,128,Campo Grande,23063154,-22.852757,-43.545419
Rua,Doutor Bulhoes,790,Engenho de Dentro,20730420,-22.902816,-43.298426
Rua,Jose de Oliveira,135,Jardim Guaratiba,23032450,-22.977986,-43.645074
Estrada,Do Engenho Velho,2134,Taquara,22723392,-22.915282,-43.394351
Rua,Arthur Bernardes Filho,195,Barra da Tijuca,22793160,-22.995981,-43.378276
Rua,Moraes Pinheiro,496,Ricardo de Albuquerque,21640260,-22.827229,-43.390628
Rua,Doutor Joao Carlos Vital,180,Sepetiba,23540041,-22.973887,-43.698727
Rua,Monsenhor Jeronimo,487,Engenho de Dentro,20730110,-22.899702,-43.294814
Rua,Santo Agostinho,505,Andarai,20541260,-22.935346,-43.260351
Rua,Buenos Aires,268,Centro,20061002,-22.905150,-43.184746
Rua,Engenheiro Emilio Baumgart,579,Marechal Hermes,21610240,-22.861924,-43.374432
Rua,Deborah Oei Prince,22,Barra da Tijuca,22793165,-22.989673,-43.382296
Rua,Deborah Oei Prince,336,Barra da Tijuca,22793165,-22.986997,-43.383342
Rua,Francisco Bernardino,80,Sampaio,20961060,-22.899515,-43.258327
Rua,Piumbi,121,Ramos,21060520,-22.863766,-43.259777
Rua,Aiuba,101,Anchieta,21630020,-22.827040,-43.414163
Rua,Joao Batista Barbosa,61,Santa Cruz,23520810,-22.954447,-43.656108
Rua,Sudao,24,Vila Kennedy,21852535,-22.860534,-43.492453
Rua,Joaquim de Maia,139,Padre Miguel,21715290,-22.876028,-43.446999
Rua,Maranhao,436,Meier,20720230,-22.909111,-43.293707
Rua,Maranhao,486,Meier,20720230,-22.909510,-43.293712
Rua,Dos Cisnes,140,Campo Grande,23088310,-22.883931,-43.548205
Rua,Pracinha Cesario Aguiar,415,Pitangueiras,21930230,-22.818658,-43.177867
Estrada,Estrela da Tarde,283,Guaratiba,23020430,-23.011628,-43.540077
Travessa,Lucindo Rosa Pires,15,Mato Alto,23030460,-22.957156,-43.584806
Rua,Professora Stella de Queiroz,140,Itanhanga,22641565,-22.984208,-43.306779
Rua,Noel Rosa,9,Cosmos,20541080,-22.890745,-43.616601
Rua,Cruz e Souza,54,Encantado,20745000,-22.896635,-43.305528
Rua,Gustavo Gama,205,Meier,20735270,-22.902122,-43.288927
Rua,Ourem,83,Jacarepagua,22710400,-22.949087,-43.389380
Avenida,Cesario de Melo,19,Senador Vasconcelos,23085110,-22.891295,-43.540306
Rua,Sao Mauricio,6,Penha,21070490,-22.843062,-43.282353
Beco,Santa Cruz,12,Santa Cruz,23550570,-22.928412,-43.695771
Rua,Guachos,242,Jardim Sulacap,21740310,-22.890013,-43.379708
Rua,Guachos,268,Jardim Sulacap,21740310,-22.890137,-43.379241
Rua,Matisia,160,Parque Anchieta,21620470,-22.836721,-43.405155
Rua,Matisia,250,Parque Anchieta,21620470,-22.837315,-43.405727
Rua,Ademir Leal,9,Caju,20931780,-22.874632,-43.212618
Rua,Registro,158,Senador Camara,21832270,-22.896102,-43.491204
Rua,Veleiro,105,Santa Cruz,23510515,-22.926022,-43.670283
Rua,Rio Novo,62,Campo Grande,23071030,-22.897143,-43.583314
Rua,Rafael de Aguiar,113,Paciencia,23587460,-22.922291,-43.621731
Rua,Palhano,244,Guaratiba,23035460,-22.945054,-43.599595
Rua,Lopes de Moura,61,Santa Cruz,23515020,-22.918000,-43.683883
Rua,Visconde de Abaete,97,Vila Isabel,20551080,-22.914959,-43.244104
Rua,Marques de Valenca,96,Tijuca,20550030,-22.921949,-43.225751
Rua,Cobe,433,Bangu,21820200,-22.882091,-43.474352
Rua,Fernandes Sampaio,59,Jardim Sulacap,21741200,-22.886978,-43.394070
Rua,Mario Penaforte,22,Vila Kennedy,21853420,-22.853501,-43.492818
Rua,Americo Jacomino,7,Vila Kennedy,21853470,-22.854517,-43.494303
Rua,Americo Jacomino,31,Vila Kennedy,21853470,-22.854646,-43.495289
Rua,Maruja,102,Gardenia Azul,22765570,-22.959163,-43.349771
Travessa,Flausina,31,Piedade,20740490,-22.899486,-43.316617
Rua,Vila Farias,7,Campinho,21310320,-22.886919,-43.337262
Rua,Paquequer,104,Piedade,20751300,-22.878838,-43.305159
Rua,Cruz Alta,133,Campo Grande,23050070,-22.905416,-43.573627
Rua,Vila Verde,3,Campo Grande,23590432,-22.917537,-43.562514
Vila,Sao Jorge,16,Rio das Pedras,22753737,-22.975775,-43.333632
Travessa,Joao de Matos,24,Quintino,21381040,-22.883656,-43.318127
Rua,Amalia,71,Quintino,21380400,-22.881822,-43.316435
Entrada,1001,9,Ricardo de Albuquerque,21640260,-22.833511,-43.389116
Rua,Guaiuba,609,Acari,21531010,-22.822226,-43.343300
Rua,Waldir Pereira Nascimento,57,Portuguesa,21932440,-22.803111,-43.211152
Rua,Alfredo de Morais,510,Campo Grande,23080100,-22.899996,-43.563600
Estrada,Do Dende,1957,Dende,21920001,-22.796347,-43.200283
Estrada,Do Dende,1825,Dende,21920001,-22.796193,-43.199032
Rua,Luiz Mario,32,Barros Filho,21512060,-22.839679,-43.360958
Rua,Joao Geraldo Kuhlmann,0,Barra da Tijuca,22793264,-22.995699,-43.389745
Rua,Macabu,310,Coelho Neto,21510540,-22.837388,-43.350747
Rua,Da Cegonha,704,Bangu,21866000,-22.845266,-43.463735
Rua,Da Cegonha,722,Bangu,21866000,-22.845135,-43.463975
Rua,Ingai,95,Penha,21020260,-22.832776,-43.272019
Rua,Beira Alta,10,Vista Alegre,21230550,-22.825297,-43.315109
Rua,Professora Edna Corte Silveira,13,Recreio dos Bandeirantes,22795830,-23.026010,-43.479047
Rua,Professora Edna Corte Silveira,97,Recreio dos Bandeirantes,22795830,-23.026026,-43.479236
Rua,General Clarindo,106,Engenho de Dentro,20755320,-22.892336,-43.295924
Rua,Benjamin de Oliveira,37,Vila Kennedy,21853100,-22.852639,-43.491067
Rua,Benjamin de Oliveira,21,Vila Kennedy,21853100,-22.852801,-43.491667
Rua,Guaraci,31,Realengo,21765490,-22.894299,-43.437113
Rua,Oito,309,Realengo,21750000,-22.881232,-43.414492
Rua,Josafa,49,Cidade de Deus,22773360,-22.944768,-43.367306
Rua,Josafa,23,Cidade de Deus,22773360,-22.944294,-43.366686
Rua,Ernani Jose Martins,94,Manguariba,23065070,-22.872502,-43.629361
Rua,Do Editor,15,Bangu,21842140,-22.870001,-43.476732
Bloco,24,4,Paciencia,23595060,-22.934733,-43.648715
Rua,Capitao Mario Barbedo,100,Rio de Janeiro,21625130,-22.836676,-43.397603
Rua,Bernardo de Figueiredo,36,Penha,21020090,-22.832880,-43.279229
Rua,Antonio Carlos,567,Parque Proletario da Penha,21072440,-22.851657,-43.287843
Travessa,Veronica,66,Todos Os Santos,20770170,-22.889850,-43.285191
Rua,Mirim,125,Cosmos,23068310,-22.921251,-43.616339
Rua,Taquarichim,438,Rocha Miranda,21510240,-22.840246,-43.345677
Rua,Matricaria,70,Guadalupe,21670420,-22.846283,-43.374563
Rua,Parintins,234,Chacrinha,21321190,-22.894749,-43.356297
Rua,Nossa Senhora Aparecida,200,Cidade de Deus,22775730,-22.942029,-43.369107
Rua,Aderbal de Carvalho,16,Pilares,20750150,-22.877097,-43.300040
Rua,Alcameia,179,Olaria,21031520,-22.839956,-43.255860
Rua,Muriaca,320,Costa Barros,21650100,-22.827333,-43.374279
Rua,Barao de Capanema,437,Bangu,21820080,-22.885873,-43.469665
Rua,Dos Artistas,320,Vila Isabel,20541035,-22.918894,-43.239575
Travessa,Felipe de Souza,4,Santa Cruz,23591690,-22.930819,-43.667066
Rua,Sargento Manuel Chagas,118,Pavuna,21520080,-22.812328,-43.362205
Rua,Sargento Manuel Chagas,158,Pavuna,21520080,-22.812537,-43.362559
Avenida,Armando Lombardi,493,Barra da Tijuca,22640020,-23.006919,-43.313709
Rua,Professor Plinio Olinto,244,Bangu,21860160,-22.865331,-43.459069
Rua,Otavio Brandao,230,Campo Grande,23055680,-22.914983,-43.580832
Rua,Adalberto Barreto,67,Santa Cruz,23555170,-22.919461,-43.696396
Estrada,Do Guerengue,580,Taquara,22713004,-22.931142,-43.378167
Rua,Boa Sorte,118,Campo Grande,23063154,-22.852040,-43.545341
Rua,Boa Sorte,132,Campo Grande,23063154,-22.853053,-43.545394
Rua,Dom Helder Camera,38,Parada de Lucas,21010720,-22.810875,-43.299814
Estrada,Do Engenho Velho,2276,Taquara,22723392,-22.916602,-43.395298
Estrada,Do Engenho Velho,2372,Taquara,22723392,-22.917147,-43.395624
Rua,Marechal Modestino,496,Realengo,21735330,-22.869828,-43.432567
Rua,Caituba,59,Rio de Janeiro,22725800,-22.915871,-43.375298
Rua,Comandante Rubens Saba,9,Campo Grande,23085350,-22.899023,-43.544848
Rua,Do Abio,40,Campo Grande,23070370,-22.896778,-43.580259
Rua,Deborah Oei Prince,62,Barra da Tijuca,22793165,-22.989375,-43.382475
Rua,Artemis,159,Campo Grande,23085640,-22.896702,-43.555108
Rua,Mario Carpenter,403,Abolicao,20755062,-22.886570,-43.294290
Rua,Acaua,392,Cosmos,23060420,-22.908941,-43.613504
Rua,Soldado Francisco Rios,93,Palmares,23066140,-22.885425,-43.636342
Rua,Eva de Oliveira,16,Paciencia,23580190,-22.913464,-43.633571
Rua,Alba Valdez,181,Campo Grande,23075130,-22.880070,-43.566450
Rua,Pedro Primeiro,40,Bangu,21825080,-22.897098,-43.477772
Rua,Nova Republica,18,Senador Camara,21842550,-22.873839,-43.499520
Rua,Nova Republica,8,Senador Camara,21842550,-22.873383,-43.499552
Travessa,Tracia,17,Vila Kennedy,21853390,-22.850121,-43.493724
Estrada,Da Pena,2,Santa Helena,23062105,-22.902912,-43.604542
Rua,B,90,Senador Camara,21830008,-22.882984,-43.497405
Travessa,Angola,17,Curicica,21840254,-22.941888,-43.379287
Rua,Leoncio Correia,164,Rio de Janeiro,22450120,-22.982405,-43.230317
Rua,Darcy Ribeiro,85,Campo Grande,23093144,-22.876794,-43.535276
Rua,Maria da Gloria Santos,11,Sao Fernando,23565030,-22.891653,-43.719244
Rua,Maria da Gloria Santos,7,Sao Fernando,23565030,-22.891847,-43.719094
Rua,Oito de Dezembro,448,Sao Francisco Xavier,20550200,-22.909559,-43.238206
Rua,Doutor Manuel Cotrim,135,Riachuelo,20961040,-22.896799,-43.257528
Rua,Doutor Manuel Cotrim,49,Riachuelo,20961040,-22.896925,-43.257380
Rua,Sao Mauricio,87,Penha,21070490,-22.842755,-43.281413
Rua,George Bernanos,94,Realengo,21755230,-22.886575,-43.420385
Reta,Da Creche,20,Costa Barros,21530040,-22.824636,-43.358354
Rua,Raul Alvez de Souza,12,Morro da Formiga,20530070,-22.943344,-43.243463
Rua,Lauro Evangelista,299,Santa Cruz,23515110,-22.915226,-43.676246
Travessa,Albertina Guerra,30,Pavuna,21520180,-22.808795,-43.367642
Rua,Almirante Cochrane,257,Tijuca,20550040,-22.922881,-43.231547
Rua,Viata,36,Santissimo,23094370,-22.871466,-43.517936
Rua,Registro,10,Senador Camara,21832270,-22.893479,-43.491939
Rua,Duartina,780,Paciencia,23585440,-22.932320,-43.635276
Rua,Sessenta e Um,94,Cesarao,23595480,-22.938400,-43.659575
Avenida,Ezequiel,5,Cidade de Deus,22763520,-22.949693,-43.355704
Rua,Alto da Boa Vista,0,Complexo do Alemao,21061060,-22.863415,-43.274408
Avenida,Comandante Guaranys,35,Jacarepagua,22775610,-22.949210,-43.371324
Rua,Jose Carlos Matta Machado,309,Santa Cruz,23575410,-22.907620,-43.666281
Rua,Campinas,181,Grajau,20561250,-22.928086,-43.259661
Rua,Parana,979,Piedade,20745250,-22.904757,-43.310690
Avenida,Herminio Aurelio Sampaio,57,Antares,23590050,-22.920429,-43.654792
Avenida,Herminio Aurelio Sampaio,39,Antares,23590050,-22.920327,-43.655065
Rua,Natanael Batista,109,Campo Grande,23073280,-22.888879,-43.587748
Rua,Cairo,251,Senador Camara,21831505,-22.888671,-43.480176
Rua,Da Alfandega,360,Centro,20061022,-22.904965,-43.186851
Avenida,Gilberto Amado,339,Barra da Tijuca,22620061,-23.012749,-43.300929
Caminho,Poder da Boa Vontade,11,Ilha de Guaratiba,23020560,-22.991785,-43.560933
Rua,Professor Vieira Romeiro,1401,Realengo,21760530,-22.891830,-43.416894
Avenida,Joaquim Camara Ferreira,766,Vila Kennedy,21850180,-22.858814,-43.480527
Rua,Geraneo,329,Campo Grande,23071300,-22.886812,-43.579998
Rua,Antonio Campos Neto,435,Rio de Janeiro,23090630,-22.875458,-43.564776
Rua,Antonio Campos Neto,395,Rio de Janeiro,23090630,-22.874801,-43.564669
Rua,Professor Fernando Raja Gabaglia,352,Anil,22750660,-22.946189,-43.332379
Rua,Da Inspiracao,809,Vila da Penha,21221330,-22.845001,-43.313918
Rua,Gustavo Doria,233,Vila Valqueire,21321250,-22.892302,-43.359143
Rua,Herculano Pena,647,Cavalcanti,21381410,-22.875009,-43.315758
Rua,Sananduva,175,Campo Grande,23016310,-22.914233,-43.535213
Rua,Sao Bento,42,Parada de Lucas,21010380,-22.812411,-43.300301
Rua,Ivone Rodrigues,4,Costa Barros,21515550,-22.825485,-43.367339
Rua,Mirai,36,Paciencia,23580132,-22.915365,-43.637244
Rua,Beira Alta,2,Vista Alegre,21230550,-22.825325,-43.315290
Estrada,Do Campo da Areia,1027,Tanque,22743310,-22.919403,-43.343608
Rua,Alto D Ouro,310,Padre Miguel,21775240,-22.893613,-43.449022
Avenida,Presidente Wilson,188,Centro,20030021,-22.911253,-43.173147
Rua,General Clarindo,70,Engenho de Dentro,20755320,-22.892312,-43.295627
Rua,General Clarindo,36,Engenho de Dentro,20755320,-22.892405,-43.295301
Rua,Sem Denominacao,169,Magarca,23035450,-22.945905,-43.602475
Rua,Jeremias,1126,Cidade de Deus,22773513,-22.944747,-43.365458
Rua,Das Laranjeiras,131,Laranjeiras,22240000,-22.932574,-43.183624
Rua,Antonio Carlos,1,Parque Proletario da Penha,21072440,-22.851700,-43.287818
Estrada,Do Aterrado do Leme,122,Jesuitas,23575330,-22.886091,-43.663477
Rua,Aroeiras,232,Anchieta,21620080,-22.836257,-43.400730
Rua,Santa Eusebia,35,Padre Miguel,21725310,-22.857285,-43.452396
Rua,Pentecoste,28,Santa Cruz,23575050,-22.906632,-43.682281
Rua,Zila,29,Cidade de Deus,22773180,-22.949393,-43.367358
Rua,Tenente Arantes Filho,0,Gavea,22451270,-22.983072,-43.247237
Rua,Otacilio Pedro Vasco,135,Parque Anchieta,21635380,-22.839561,-43.412265
Rua,Otacilio Pedro Vasco,141,Parque Anchieta,21635380,-22.839474,-43.412270
Rua,Felipe Cardoso,2571,Santa Cruz,23520571,-22.933619,-43.669598
Travessa,Lopes,16,Cidade Nova,20211035,-22.912537,-43.197794
Rua,Visconde de Caravelas,71,Botafogo,22271021,-22.956538,-43.194464
Travessa,Sao Bras,5,Madureira,21360060,-22.864184,-43.336187
Rua,A,261,Jacarepagua,22780070,-22.967601,-43.423841
Rua,Professor Plinio Olinto,242,Bangu,21860160,-22.865240,-43.459173
Avenida,Joaquim Magalhaes,364,Senador Vasconcelos,23085080,-22.891307,-43.531862
Estrada,Mapua,784,Taquara,22713321,-22.931665,-43.384572
Rua,Melquisedeque,37,Costa Barros,21650100,-22.825612,-43.370836
Rua,Iracema,76,Morro do Dende,21922150,-22.802797,-43.184533
Rua,Iracema,79,Morro do Dende,21922150,-22.802797,-43.184533
Avenida,Paudalho,32,Campo Grande,23097692,-22.856634,-43.535169
Rua,Bulhoes de Carvalho,396,Copacabana,22081000,-22.984269,-43.194347
Rua,Joaquim Catramby Filho,28,Rio de Janeiro,22725680,-22.910194,-43.390012
Rua,Joaquim Catramby Filho,154,Rio de Janeiro,22725680,-22.909385,-43.390715
Rua,Camatia,233,Freguesia,22743360,-22.924360,-43.343595
Rua,Quitauna,42,Anil,22753580,-22.955148,-43.333242
Rua,Dom Helder Camera,56,Parada de Lucas,21010720,-22.811100,-43.300381
Rua,108,90,Curicica,22710025,-22.945405,-43.377742
Rua,O Tempo e O Vento,489,Anil,22753340,-22.961375,-43.337074
Rua,Caituba,53,Rio de Janeiro,22725800,-22.915744,-43.375149
Rua,Deborah Oei Prince,220,Barra da Tijuca,22793165,-22.988065,-43.383029
