tipo_logradouro,nome_logradouro,numero,bairro,cep,lat,lng
Ladeira,Frei Orlando,2,Centro,20231000,-22.912196,-43.192828
Ladeira,Frei Orlando,16,Centro,20231000,-22.912385,-43.193066
Rua,Capitao Aliatar Martins,285,Iraja,21235515,-22.839275,-43.319835
Rua,Cali,193,Taua,21921070,-22.803759,-43.183905
Vila,Cariri,2,Morro do Fuba,21310420,-22.885371,-43.340450
Rua,Jurumirim,241,Penha,21070820,-22.847059,-43.290013
Beco,Altair Borges Marinho,13,Costa Barros,21532182,-22.816146,-43.369616
Rua,Hilton de Albuquerque,41,Bangu,21863850,-22.845301,-43.468643
Rua,Rochedo,25,Vila Valqueire,21321530,-22.887770,-43.367290
Ladeira,Frei Orlando,18,Centro,20231000,-22.912412,-43.193031
Rua,Jornalista Geraldo Rocha,590,Rio de Janeiro,21240080,-22.811505,-43.320722
Rua,Jornalista Geraldo Rocha,610,Rio de Janeiro,21240080,-22.811423,-43.320564
Avenida,Meriti,435,Vila Kosmos,21220202,-22.853644,-43.308225
Rua,Dirceu Pimentel,75,Campo Grande,23040620,-22.924330,-43.541895
Rua,Divinesia,32,Bangu,21864060,-22.848761,-43.471379
Rua,Julio de Castilhos,25,Copacabana,22081025,-22.983852,-43.191017
Rua,Dezenove de Fevereiro,172,Botafogo,22280030,-22.954331,-43.185327
Estrada,Sete Riachos,2077,Santissimo,23098006,-22.863989,-43.522486
Avenida,Cesario de Melo,3,Campo Grande,23055002,-22.907270,-43.572238
Travessa,Eliseu Pinhal,88,Sepetiba,23540320,-22.974210,-43.703557
Rua,Capitao Aliatar Martins,391,Iraja,21235515,-22.838194,-43.319766
Rua,Caldas Barbosa,90,Piedade,20740170,-22.891475,-43.313069
Rua,Cali,185,Taua,21921070,-22.803851,-43.183851
Rua,Sao Feliciano,34,Bangu,21863490,-22.858630,-43.457639
Rua,Das Rosas,116,Vila Valqueire,21330680,-22.879519,-43.363269
Rua,Dezenove de Fevereiro,166,Botafogo,22280030,-22.954406,-43.185175
Rua,Ministro Moreira de Abreu,232,Olaria,21071485,-22.849978,-43.276566
Rua,Ministro Moreira de Abreu,160,Olaria,21071485,-22.849069,-43.275368
Beco,Da Bica,8,Providencia,23085575,-22.899676,-43.195241
Rua,Clecio Gouveia,8,Jacarepagua,22713585,-22.940120,-43.390321
Travessa,Sete,79,Campo Grande,23097650,-22.857943,-43.520606
Rua,715,9,Realengo,21745290,-22.887731,-43.412343
Travessa,Sossego do Azul,28,Flamengo,22230075,-22.938414,-43.179833
Beco,Altair Borges Marinho,8,Costa Barros,21532182,-22.815946,-43.369120
Beco,Altair Borges Marinho,9,Costa Barros,21532182,-22.816050,-43.369509
Rua,Jovem,1,Vila Isabel,20551232,-22.913969,-43.258306
Travessa,Sete,69,Campo Grande,23097650,-22.858044,-43.520976
Rua,Divinesia,24,Bangu,21864060,-22.848959,-43.471475
Rua,Julio de Castilhos,23,Copacabana,22081025,-22.983943,-43.190676
Rua,Hilton de Albuquerque,23,Bangu,21863850,-22.845037,-43.468059
Rua,Miecimo,8,Cosmos,23066360,-22.892437,-43.616786
Rua,Caldas Barbosa,64,Piedade,20740170,-22.891670,-43.312502
Rua,Hilton de Albuquerque,21,Bangu,21863850,-22.845043,-43.468065
Rua,Portugal,20,Vigario Geral,21010650,-22.807752,-43.302126
Rua,Caldas Barbosa,30,Piedade,20740170,-22.892014,-43.311730
Rua,Trampolin,39,Rocinha,22451264,-22.989962,-43.252721
Rua,Da Regeneracao,929,Ramos,21040170,-22.854719,-43.248607
Rua,Sacopa,768,Lagoa,22471180,-22.965737,-43.199971
Rua,Rochedo,41,Vila Valqueire,21321530,-22.887846,-43.367435
Rua,Sargento Andiras de Abreu,62,Jardim Palmares I,23066080,-22.883779,-43.640197
Rua,Capitao Aliatar Martins,309,Iraja,21235515,-22.838882,-43.319768
Rua,Caldas Barbosa,120,Piedade,20740170,-22.891208,-43.313898
Avenida,Meriti,485,Vila Kosmos,21220202,-22.853180,-43.308426
Avenida,Meriti,457,Vila Kosmos,21220202,-22.853451,-43.308296
Rua,Cadu Barcelos,5,Cosmos,23060325,-22.899137,-43.613832
Vila,Cariri,48,Morro do Fuba,21310420,-22.885399,-43.340366
Vila,Cariri,10,Morro do Fuba,21310420,-22.885430,-43.340384
Rua,Carlos,20,Acari,21530250,-22.825100,-43.345002
Rua,Sacopa,520,Lagoa,22471180,-22.964986,-43.200748
Rua,Clecio Gouveia,1,Jacarepagua,22713585,-22.940415,-43.390634
Avenida,Meriti,473,Vila Kosmos,21220202,-22.853358,-43.308316
Rua,Dirceu Pimentel,135,Campo Grande,23040620,-22.924334,-43.541382
Rua,Mucuri,173,Pilares,20750280,-22.873768,-43.302058
Rua,Ministro Moreira de Abreu,184,Olaria,21071485,-22.849232,-43.275502
Rua,Ministro Moreira de Abreu,222,Olaria,21071485,-22.849814,-43.276278
Rua,Hilton de Albuquerque,11,Bangu,21863850,-22.845048,-43.467638
Condominio,Figueiras do Itanhanga,201,Muzema,22753030,-22.986842,-43.322724
Rua,Antonio Patrocinio Fernandes,7,Paciencia,23585030,-22.923191,-43.642298
Rua,Rochedo,89,Vila Valqueire,21321530,-22.887898,-43.367645
Rua,Capitao Aliatar Martins,435,Iraja,21235515,-22.837847,-43.319739
Rua,Dezenove de Fevereiro,194,Botafogo,22280030,-22.954684,-43.184281
Rua,Carlos,30,Acari,21530250,-22.825235,-43.344658
Travessa,Eliseu Pinhal,86,Sepetiba,23540320,-22.971791,-43.704260
Beco,Da Bica,18,Providencia,23085575,-22.899274,-43.195605
Rua,Pedro Torres,18,Mare,21042590,-22.860407,-43.242963
Rua,Caldas Barbosa,82,Piedade,20740170,-22.891571,-43.312863
Rua,Justino de Araujo,557,Padre Miguel,21775800,-22.881038,-43.446662
Rua,Dirceu Pimentel,125,Campo Grande,23040620,-22.924347,-43.541483
Beco,Altair Borges Marinho,11,Costa Barros,21532182,-22.815958,-43.369467
Rua,Hilton de Albuquerque,31,Bangu,21863850,-22.845175,-43.468230
Condominio,Figueiras do Itanhanga,2,Muzema,22753030,-22.986935,-43.322811
Travessa,Eliseu Pinhal,36,Sepetiba,23540320,-22.974919,-43.703975
Beco,Da Bica,12,Providencia,23085575,-22.899569,-43.195576
Rua,Clecio Gouveia,7,Jacarepagua,22713585,-22.940243,-43.390689
Rua,Sargento Andiras de Abreu,38,Jardim Palmares I,23066080,-22.883634,-43.640426
Beco,Dos Coqueiros,5,Sepetiba,23535223,-22.979834,-43.688136
Rua,Trampolin,64,Rocinha,22451264,-22.989962,-43.252721
Rua,Da Regeneracao,961,Ramos,21040170,-22.854466,-43.248704
Rua,Carlos,18,Acari,21530250,-22.825068,-43.345096
Avenida,Meriti,421,Vila Kosmos,21220202,-22.853717,-43.308168
Rua,Trampolin,5,Rocinha,22451264,-22.990669,-43.252556
Beco,Altair Borges Marinho,0,Costa Barros,21532182,-22.815723,-43.369455
Ladeira,Frei Orlando,22,Centro,20231000,-22.912553,-43.193197
Rua,Estrela Nova,25,Cascadura,21311060,-22.887510,-43.329460
Rua,Estrela Nova,19,Cascadura,21311060,-22.886855,-43.329895
Rua,Alto Araguaia,1,Magalhaes Bastos,21745470,-22.875132,-43.410144
Rua,Dirceu Pimentel,105,Campo Grande,23040620,-22.924301,-43.541671
Rua,Dirceu Pimentel,5,Campo Grande,23040620,-22.924329,-43.542541
Rua,Cadu Barcelos,8,Cosmos,23060325,-22.899203,-43.614005
Rua,Constancio Alves,51,Lins de Vasconcelos,20720260,-22.910645,-43.292198
Rua,Trampolin,9,Rocinha,22451264,-22.990599,-43.252739
Rua,Divinesia,26,Bangu,21864060,-22.848839,-43.471290
Beco,Altair Borges Marinho,16,Costa Barros,21532182,-22.815741,-43.369424
Beco,Altair Borges Marinho,12,Costa Barros,21532182,-22.815791,-43.369569
Rua,Carlos,22,Acari,21530250,-22.825107,-43.344996
Condominio,Figueiras do Itanhanga,202,Muzema,22753030,-22.987196,-43.322779
Rua,A,1477,Santa Cruz,23550570,-22.934090,-43.701602
Travessa,Eliseu Pinhal,116,Sepetiba,23540320,-22.974078,-43.703392
Rua,Portugal,16,Vigario Geral,21010650,-22.807819,-43.302184
Rua,Jornalista Geraldo Rocha,646,Rio de Janeiro,21240080,-22.811229,-43.320385
Rua,Capitao Aliatar Martins,381,Iraja,21235515,-22.838423,-43.319758
Travessa,Esau,8,Cidade de Deus,22773280,-22.945562,-43.366153
Rua,Ministro Moreira de Abreu,228,Olaria,21071485,-22.849865,-43.276413
Rua,Rochedo,121,Vila Valqueire,21321530,-22.888201,-43.368010
Rua,Clecio Gouveia,4,Jacarepagua,22713585,-22.940214,-43.390667
Rua,Portugal,10,Vigario Geral,21010650,-22.808104,-43.302202
Rua,Cadu Barcelos,9,Cosmos,23060325,-22.899179,-43.614106
Rua,Ministro Moreira de Abreu,216,Olaria,21071485,-22.849736,-43.276133
Rua,Ministro Moreira de Abreu,196,Olaria,21071485,-22.849383,-43.275804
Rua,Jornalista Geraldo Rocha,636,Rio de Janeiro,21240080,-22.811307,-43.320460
Rua,Miecimo,11,Cosmos,23066360,-22.892619,-43.616368
Rua,Pedro Torres,26,Mare,21042590,-22.860641,-43.242695
Rua,Quinze de Novembro,110,Senador Camara,21843780,-22.872929,-43.491006
Avenida,Meriti,483,Vila Kosmos,21220202,-22.853355,-43.308507
Rua,Estrela do Sul,75,Curicica,22780798,-22.951961,-43.380406
Rua,Dezenove de Fevereiro,186,Botafogo,22280030,-22.954681,-43.184595
Rua,Jovem,4,Vila Isabel,20551232,-22.913976,-43.258321
Rua,Jornalista Geraldo Rocha,581,Rio de Janeiro,21240080,-22.811617,-43.320841
Rua,Estrela Nova,20,Cascadura,21311060,-22.886816,-43.329764
Rua,Dirceu Pimentel,45,Campo Grande,23040620,-22.924349,-43.542214
Rua,Dirceu Pimentel,15,Campo Grande,23040620,-22.924311,-43.542384
Rua,Mucuri,167,Pilares,20750280,-22.873832,-43.301875
Rua,Dionisio Silveira,39,Rio de Janeiro,22725310,-22.908451,-43.380246
Rua,Ministro Moreira de Abreu,178,Olaria,21071485,-22.849193,-43.275440
Travessa,Eliseu Pinhal,76,Sepetiba,23540320,-22.974309,-43.703693
Rua,Pedro Torres,10,Mare,21042590,-22.861000,-43.243218
Rua,Constancio Alves,101,Lins de Vasconcelos,20720260,-22.910984,-43.291672
Rua,Hilton de Albuquerque,33,Bangu,21863850,-22.845222,-43.468306
Rua,Hilton de Albuquerque,25,Bangu,21863850,-22.845152,-43.468079
Rua,Pedro Torres,32,Mare,21042590,-22.860300,-43.242921
Rua,Caldas Barbosa,118,Piedade,20740170,-22.891208,-43.313756
Rua,Dirceu Pimentel,205,Campo Grande,23040620,-22.924317,-43.540797
Rua,Jovem,8,Vila Isabel,20551232,-22.913961,-43.258314
Rua,Sacopa,350,Lagoa,22471180,-22.965383,-43.200734
Beco,Da Bica,16,Providencia,23085575,-22.899274,-43.195605
Rua,Pedro Torres,16,Mare,21042590,-22.860400,-43.243064
Rua,Capitao Aliatar Martins,427,Iraja,21235515,-22.838149,-43.319822
Rua,Caldas Barbosa,94,Piedade,20740170,-22.891486,-43.313208
Rua,Caldas Barbosa,100,Piedade,20740170,-22.891478,-43.313344
Rua,Dirceu Pimentel,25,Campo Grande,23040620,-22.924304,-43.542365
Rua,Ministro Moreira de Abreu,200,Olaria,21071485,-22.849516,-43.275873
Rua,Hilton de Albuquerque,35,Bangu,21863850,-22.845206,-43.468333
Condominio,Figueiras do Itanhanga,501,Muzema,22753030,-22.986672,-43.322809
Travessa,Eliseu Pinhal,66,Sepetiba,23540320,-22.974408,-43.703756
Rua,Rochedo,65,Vila Valqueire,21321530,-22.887868,-43.367531
Rua,Rochedo,15,Vila Valqueire,21321530,-22.887704,-43.367184
Rua,Divinesia,34,Bangu,21864060,-22.848673,-43.471419
Rua,Dezenove de Fevereiro,160,Botafogo,22280030,-22.954259,-43.185596
Vila,Cariri,5,Morro do Fuba,21310420,-22.884870,-43.340591
Condominio,Figueiras do Itanhanga,302,Muzema,22753030,-22.986817,-43.322563
Rua,Portugal,18,Vigario Geral,21010650,-22.807794,-43.302102
Rua,Portugal,8,Vigario Geral,21010650,-22.808028,-43.302373
Avenida,Cesario de Melo,4351,Campo Grande,23055002,-22.906860,-43.573381
Rua,Sargento Andiras de Abreu,26,Jardim Palmares I,23066080,-22.883574,-43.640512
Rua,Caldas Barbosa,38,Piedade,20740170,-22.891914,-43.311968
Rua,Caldas Barbosa,92,Piedade,20740170,-22.891499,-43.313177
Rua,Caldas Barbosa,62,Piedade,20740170,-22.891772,-43.312430
Rua,Cadu Barcelos,6,Cosmos,23060325,-22.899149,-43.613903
Rua,Dezenove de Fevereiro,188,Botafogo,22280030,-22.954608,-43.184560
Rua,Dirceu Pimentel,65,Campo Grande,23040620,-22.924355,-43.542022
Rua,A,1446,Santa Cruz,23550570,-22.934219,-43.700717
Rua,Jornalista Geraldo Rocha,570,Rio de Janeiro,21240080,-22.811644,-43.320993
Rua,715,13,Realengo,21745290,-22.887851,-43.412193
Beco,Te Contei,8,Complexo do Alemao,20766180,-22.862438,-43.283509
Rua,Da Regeneracao,893,Ramos,21040170,-22.854992,-43.248698
Rua,Sargento Andiras de Abreu,98,Jardim Palmares I,23066080,-22.884082,-43.639896
Rua,Libia,1147,Santa Cruz,21210780,-22.902780,-43.655941
Rua,Ebroino Uruguai,254,Santo Cristo,20220620,-22.902547,-43.198836
Rua,Carlos Galhardo,52,Recreio,22795440,-23.018125,-43.460080
Rua,Ministro Moreira de Abreu,190,Olaria,21071485,-22.849319,-43.275686
Rua,Sacopa,700,Lagoa,22471180,-22.965302,-43.200180
Rua,Cali,0,Taua,21921070,-22.803847,-43.183939
Rua,Dirceu Pimentel,85,Campo Grande,23040620,-22.924329,-43.541862
Rua,Cadu Barcelos,12,Cosmos,23060325,-22.899258,-43.614333
Rua,Portugal,12,Vigario Geral,21010650,-22.808076,-43.302154
Rua,Durval de Morais,285,Praia da Brisa,23028020,-22.975474,-43.666377
Travessa,Sete,85,Campo Grande,23097650,-22.857854,-43.520296
Rua,Cadu Barcelos,11,Cosmos,23060325,-22.899225,-43.614260
Rua,Trampolin,15,Rocinha,22451264,-22.990582,-43.253039
Beco,Da Bica,10,Providencia,23085575,-22.899565,-43.195651
Rua,Jornalista Geraldo Rocha,750,Rio de Janeiro,21240080,-22.810950,-43.319335
Rua,Caldas Barbosa,34,Piedade,20740170,-22.892025,-43.311789
Rua,Caldas Barbosa,44,Piedade,20740170,-22.891924,-43.312097
Travessa,N,20,Paciencia,23595060,-22.931453,-43.649407
Beco,Altair Borges Marinho,25,Costa Barros,21532182,-22.815811,-43.369565
Beco,Altair Borges Marinho,7,Costa Barros,21532182,-22.815852,-43.369675
Rua,Antonio Patrocinio Fernandes,8,Paciencia,23585030,-22.923080,-43.642218
Rua,715,5,Realengo,21745290,-22.887454,-43.412398
Rua,715,11,Realengo,21745290,-22.887696,-43.412311
Beco,Altair Borges Marinho,2,Costa Barros,21532182,-22.816233,-43.369599
Rua,Hilton de Albuquerque,37,Bangu,21863850,-22.845256,-43.468469
Rua,Hilton de Albuquerque,3,Bangu,21863850,-22.844913,-43.467521
Rua,Sacopa,686,Lagoa,22471180,-22.965158,-43.200400
Travessa,Eliseu Pinhal,56,Sepetiba,23540320,-22.974490,-43.703788
Avenida,Marechal Rondon,1971,Sampaio,20950071,-22.903739,-43.258126
Beco,Cecilia,6,Complexo do Alemao,21044210,-22.861967,-43.274956
Rua,Miecimo,2,Cosmos,23066360,-22.892286,-43.616983
Rua,Capitao Aliatar Martins,455,Iraja,21235515,-22.837682,-43.319799
Rua,Caldas Barbosa,68,Piedade,20740170,-22.891744,-43.312561
Travessa,N,12,Paciencia,23595060,-22.931116,-43.649448
Rua,Alto Araguaia,41,Magalhaes Bastos,21745470,-22.875139,-43.410384
Rua,Mucuri,171,Pilares,20750280,-22.873772,-43.301990
Rua,Dezenove de Fevereiro,190,Botafogo,22280030,-22.954670,-43.184733
Rua,Hilton de Albuquerque,7,Bangu,21863850,-22.844929,-43.467603
Condominio,Figueiras do Itanhanga,301,Muzema,22753030,-22.986851,-43.322621
Rua,Jornalista Geraldo Rocha,544,Rio de Janeiro,21240080,-22.811709,-43.321278
Rua,Caldas Barbosa,98,Piedade,20740170,-22.891460,-43.313219
Estrada,Do Pre,1505,Campo Grande,23015260,-22.908964,-43.543795
Rua,Da Regeneracao,903,Ramos,21040170,-22.854946,-43.248659
Rua,Hilton de Albuquerque,19,Bangu,21863850,-22.845055,-43.467919
Beco,Cecilia,0,Complexo do Alemao,21044210,-22.861212,-43.275295
Avenida,Cesario de Melo,4201,Campo Grande,23055002,-22.906916,-43.572427
Rua,Sargento Andiras de Abreu,50,Jardim Palmares I,23066080,-22.883666,-43.640332
Rua,Capitao Aliatar Martins,341,Iraja,21235515,-22.838810,-43.319740
Rua,Constancio Alves,65,Lins de Vasconcelos,20720260,-22.910708,-43.291976
Rua,Dezenove de Fevereiro,192,Botafogo,22280030,-22.954701,-43.184306
Rua,Ministro Moreira de Abreu,188,Olaria,21071485,-22.849252,-43.275616
Rua,Jovem,5,Vila Isabel,20551232,-22.914095,-43.258326
Condominio,Figueiras do Itanhanga,402,Muzema,22753030,-22.987124,-43.322816
Rua,Dezenove,58,Sepetiba,23520660,-22.960201,-43.688899
Rua,Trampolin,1,Rocinha,22451264,-22.990717,-43.252755
Avenida,Cesario de Melo,4193,Campo Grande,23055002,-22.907196,-43.572190
Rua,Sacopa,756,Lagoa,22471180,-22.965684,-43.199763
Rua,Dezenove,59,Sepetiba,23520660,-22.960161,-43.688884
Rua,Miecimo,0,Cosmos,23066360,-22.892616,-43.616451
Rua,Elza Monnerat,19,Guaratiba,23030324,-22.982591,-43.587136
Rua,Carlos Luz,126,Manguariba,23065015,-22.870589,-43.630338
Rua,Dirceu Pimentel,115,Campo Grande,23040620,-22.924362,-43.541577
Rua,Cadu Barcelos,7,Cosmos,23060325,-22.899156,-43.613984
Rua,Hilton de Albuquerque,13,Bangu,21863850,-22.844943,-43.467754
Rua,Jornalista Geraldo Rocha,690,Rio de Janeiro,21240080,-22.811072,-43.319903
Ladeira,Guararapes,79,Comunidade Guararapes Cosme Velho,22241275,-22.941675,-43.204432
Rua,Rochedo,79,Vila Valqueire,21321530,-22.888108,-43.367863
Rua,Clecio Gouveia,5,Jacarepagua,22713585,-22.940224,-43.390757
Rua,Cadu Barcelos,3,Cosmos,23060325,-22.899072,-43.613667
Beco,Altair Borges Marinho,15,Costa Barros,21532182,-22.815764,-43.369408
Rua,Carlos,36,Acari,21530250,-22.825347,-43.344729
Rua,Clecio Gouveia,0,Jacarepagua,22713585,-22.940241,-43.390721
Rua,Dirceu Pimentel,175,Campo Grande,23040620,-22.924334,-43.541038
Travessa,Barao do Rio Branco,40,Penha Circular,21011630,-22.819177,-43.269515
Beco,Altair Borges Marinho,20,Costa Barros,21532182,-22.815820,-43.369376
Travessa,N,18,Paciencia,23595060,-22.931462,-43.649460
Travessa,Sete,81,Campo Grande,23097650,-22.857899,-43.520490
Rua,Hilton de Albuquerque,29,Bangu,21863850,-22.845157,-43.468198
Estrada,Sete Riachos,309,Santissimo,23098006,-22.864447,-43.521912
Rua,Jornalista Geraldo Rocha,760,Rio de Janeiro,21240080,-22.810927,-43.319275
Rua,Jurumirim,221,Penha,21070820,-22.846931,-43.290140
Beco,Altair Borges Marinho,14,Costa Barros,21532182,-22.815860,-43.369352
Avenida,Cesario de Melo,4191,Campo Grande,23055002,-22.907158,-43.572166
Rua,Sacopa,286,Lagoa,22471180,-22.965595,-43.201072
Rua,Portugal,14,Vigario Geral,21010650,-22.807909,-43.302181
Rua,Da Regeneracao,911,Ramos,21040170,-22.854904,-43.248691
Rua,Ministro Moreira de Abreu,204,Olaria,21071485,-22.849574,-43.275937
Travessa,Eliseu Pinhal,136,Sepetiba,23540320,-22.973909,-43.703283
Rua,Clecio Gouveia,2,Jacarepagua,22713585,-22.940254,-43.390554
Travessa,N,16,Paciencia,23595060,-22.931351,-43.649346
Rua,Dirceu Pimentel,165,Campo Grande,23040620,-22.924277,-43.541111
Rua,Jovem,6,Vila Isabel,20551232,-22.914084,-43.258339
Rua,Paulo da Silva,83,Senador Camara,21831200,-22.892727,-43.480192
Rua,Sacopa,380,Lagoa,22471180,-22.965014,-43.200956
Rua,Sacopa,780,Lagoa,22471180,-22.966000,-43.200051
Travessa,Eliseu Pinhal,18,Sepetiba,23540320,-22.974609,-43.704070
Beco,Dos Coqueiros,11,Sepetiba,23535223,-22.979653,-43.687898
Rua,Antonio Patrocinio Fernandes,0,Paciencia,23585030,-22.921116,-43.640028
Rua,Dezenove de Fevereiro,162,Botafogo,22280030,-22.954290,-43.185420
Rua,Carlos,38,Acari,21530250,-22.825314,-43.344643
Rua,Miecimo,14,Cosmos,23066360,-22.892576,-43.616433
Rua,Dionisio Silveira,8,Rio de Janeiro,22725310,-22.908708,-43.380373
Rua,Estrela do Sul,20,Curicica,22780798,-22.951880,-43.380444
Rua,Sargento Andiras de Abreu,74,Jardim Palmares I,23066080,-22.883868,-43.640101
Rua,Soriano de Sousa,179,Tijuca,20511180,-22.924317,-43.234437
Beco,Da Bica,4,Providencia,23085575,-22.899703,-43.195009
Estrada,Do Pre,1507,Campo Grande,23015260,-22.909120,-43.543993
Travessa,Sete,67,Campo Grande,23097650,-22.858016,-43.520999
Rua,Cadu Barcelos,4,Cosmos,23060325,-22.899132,-43.613787
Condominio,Figueiras do Itanhanga,502,Muzema,22753030,-22.986834,-43.322553
Rua,Mario Reis,65,Senador Vasconcelos,23012100,-22.891948,-43.532412
Rua,Hilton de Albuquerque,9,Bangu,21863850,-22.844894,-43.467597
Travessa,Eliseu Pinhal,126,Sepetiba,23540320,-22.974003,-43.703327
Rua,Capitao Aliatar Martins,307,Iraja,21235515,-22.839004,-43.319805
Travessa,N,14,Paciencia,23595060,-22.931291,-43.649383
Rua,Libia,1050,Santa Cruz,21210780,-22.902837,-43.655966
Rua,Constancio Alves,81,Lins de Vasconcelos,20720260,-22.910632,-43.291683
Vila,Cariri,3,Morro do Fuba,21310420,-22.884780,-43.340530
Beco,Da Bica,5,Providencia,23085575,-22.899650,-43.194993
Rua,Rochedo,169,Vila Valqueire,21321530,-22.888492,-43.368309
Rua,Sargento Andiras de Abreu,86,Jardim Palmares I,23066080,-22.883939,-43.639967
Estrada,Do Pre,1509,Campo Grande,23015260,-22.909134,-43.543982
Travessa,Sete,73,Campo Grande,23097650,-22.857989,-43.520812
Rua,Dalva de Andrade,1,Manguinhos,21041360,-22.875395,-43.248030
Rua,Araujo Rozo,413,Anchieta,21635100,-22.828185,-43.410379
Rua,Araujo Rozo,415,Anchieta,21635100,-22.828102,-43.410527
Rua,Araujo Rozo,417,Anchieta,21635100,-22.828155,-43.410637
Travessa,Medelin,7,Vila Kennedy,21850700,-22.859614,-43.490842
Rua,Cacapava,322,Grajau,20541350,-22.930464,-43.259963
Rua,Cacapava,328,Grajau,20541350,-22.930700,-43.259819
Rua,Cacapava,329,Grajau,20541350,-22.930768,-43.259832
Rua,Cacapava,321,Grajau,20541350,-22.931011,-43.260027
Beco,Da Rua dos Herois,107,Caju,20931005,-22.882523,-43.227378
Estrada,Da Urucanga,225,Anil,22750030,-22.948483,-43.336778
Rua,Padre Mario Verse,534,Anchieta,21645480,-22.820780,-43.399542
Rua,Filomena Fragoso,114,Oswaldo Cruz,21340480,-22.873225,-43.346034
Rua,Filomena Fragoso,86,Oswaldo Cruz,21340480,-22.873045,-43.345880
Rua,Filomena Fragoso,134,Oswaldo Cruz,21340480,-22.873376,-43.346192
Rua,Filomena Fragoso,12,Oswaldo Cruz,21340480,-22.872488,-43.345449
Rua,Filomena Fragoso,54,Oswaldo Cruz,21340480,-22.872935,-43.345622
Rua,Filomena Fragoso,214,Oswaldo Cruz,21340480,-22.873967,-43.346761
Rua,Filomena Fragoso,28,Oswaldo Cruz,21340480,-22.872632,-43.345474
Rua,Filomena Fragoso,198,Oswaldo Cruz,21340480,-22.873777,-43.346550
Rua,Filomena Fragoso,158,Oswaldo Cruz,21340480,-22.873074,-43.345773
Rua,Filomena Fragoso,142,Oswaldo Cruz,21340480,-22.873373,-43.346190
Rua,Trinta e Sete,184,Paciencia,23573343,-22.908884,-43.651654
Rua,Trinta e Sete,144,Paciencia,23573343,-22.908938,-43.651655
Rua,Trinta e Sete,73,Paciencia,23573343,-22.908370,-43.650950
Rua,Trinta e Sete,37,Paciencia,23573343,-22.908701,-43.651442
