tipo_logradouro,nome_logradouro,numero,bairro,cep,lat,lng
Rua,Mario Verse,265,Anchieta,21645480,-22.823417,-43.398306
Rua,Gambia,46,Taquara,22775400,-22.950205,-43.378078
Rua,Maturaca,360,Penha Circular,21210360,-22.847263,-43.297298
Rua,Maturaca,380,Penha Circular,21210360,-22.847232,-43.297305
Travessa,Monterrey,9,Inhauma,21061480,-22.866683,-43.273009
Rua,Machado de Assis,33,Guaratiba,23035380,-22.948626,-43.600683
Rua,Galvani,342,Vila da Penha,21220010,-22.847739,-43.310416
Rua,Galvani,308,Vila da Penha,21220010,-22.847592,-43.310258
Rua,Carlos Anes,72,Pavuna,21650120,-22.813175,-43.372199
Rua,Dionisio,281,Penha,21070160,-22.844614,-43.286878
Rua,Edmur Pericles Camargo,20,Senador Camara,21832145,-22.893691,-43.486577
Rua,Da Praca,169,Engenho da Rainha,20765465,-22.868803,-43.303007
Rua,Da Praca,93,Engenho da Rainha,20765465,-22.869645,-43.300719
Rua,Da Praca,137,Engenho da Rainha,20765465,-22.868889,-43.302117
Rua,Da Praca,172,Engenho da Rainha,20765465,-22.868857,-43.303034
Rua,Quinze,216,Sepetiba,23520660,-22.960326,-43.688015
Rua,Mario Verse,245,Anchieta,21645480,-22.823626,-43.398304
Avenida,Braz de Pina,1005,Penha Circular,21210674,-22.839913,-43.298646
Travessa,Ester Medina,52,Barreira do Vasco,20921270,-22.888053,-43.229136
Praca,Estoril,45,Marechal Hermes,21610500,-22.865539,-43.370416
Avenida,Helder Camara,9236,Quintino Bocaiuva,21380007,-22.884645,-43.316240
Rua,Tamarana,147,Cosmos,23060220,-22.888239,-43.600008
Travessa,Laurinha,5,Santa Cruz,23550116,-22.921836,-43.697689
Rua,Waldemar Coelho,501,Jardim Sulacap,21746180,-22.879884,-43.404653
Rua,Alvilandia,25,Bangu,21860340,-22.861981,-43.454139
Rua,Da Praca,186,Engenho da Rainha,20765465,-22.868734,-43.303550
Rua,Da Praca,70,Engenho da Rainha,20765465,-22.869808,-43.300297
Rua,Da Praca,127,Engenho da Rainha,20765465,-22.869065,-43.301805
Rua,Da Praca,141,Engenho da Rainha,20765465,-22.868905,-43.302271
Estrada,Da Cancela Preta,2150,Bangu,21725010,-22.852076,-43.458391
Avenida,Braz de Pina,1041,Penha Circular,21210674,-22.840141,-43.299535
Rua,Gambia,52,Taquara,22775400,-22.950238,-43.378184
Rua,Dos Cajueiros,47,Bosque dos Palmares,23030150,-22.890214,-43.631741
Travessa,Ana Paula,4,Cordovil,21010345,-22.820873,-43.295793
Estrada,Do Piai,5218,Sepetiba,23530611,-22.969526,-43.694767
Rua,Flaminia,773,Penha Circular,21221240,-22.842729,-43.304595
Rua,Da Praca,119,Engenho da Rainha,20765465,-22.869141,-43.301601
Rua,Do Bonfim,170,Sao Cristovao,20930450,-22.889574,-43.220475
Rua,23 de Dezembro,23,Anchieta,21645520,-22.815366,-43.390164
Rua,Rezende,246,Cachambi,20780260,-22.897615,-43.271473
Rua,Pedra Branca,490,Taquara,22715330,-22.919357,-43.380861
Rua,Silva Xavier,186,Abolicao,20751010,-22.881101,-43.302435
Rua,Senhora,401,Campo Grande,23085270,-22.893062,-43.546645
Rua,Dos Cajueiros,41,Bosque dos Palmares,23030150,-22.890404,-43.631763
Rua,Maturaca,390,Penha Circular,21210360,-22.846640,-43.297581
Rua,Carlos Anes,87,Pavuna,21650120,-22.813016,-43.371991
Rua,Tamarana,60,Cosmos,23060220,-22.889071,-43.599793
Rua,Waldemar Coelho,502,Jardim Sulacap,21746180,-22.880056,-43.404690
Rua,Edmur Pericles Camargo,2,Senador Camara,21832145,-22.894427,-43.488135
Rua,Da Praca,97,Engenho da Rainha,20765465,-22.869406,-43.301072
Rua,Da Praca,33,Engenho da Rainha,20765465,-22.870619,-43.299028
Rua,Da Praca,74,Engenho da Rainha,20765465,-22.869679,-43.300520
Travessa,Oliveira,170,Galeao,21940000,-22.820707,-43.230289
Rua,Quinze,228,Sepetiba,23520660,-22.960195,-43.688012
Rua,Uruguaiana,164,Centro,20050092,-22.902634,-43.180971
Rua,Maria Fernandes,65,Sepetiba,23535133,-22.984252,-43.700035
Estrada,Do Piai,5270,Sepetiba,23530611,-22.969477,-43.695171
Rua,Flaminia,763,Penha Circular,21221240,-22.842800,-43.304597
Rua,Waldemar Coelho,498,Jardim Sulacap,21746180,-22.879773,-43.404609
Rua,Argemiro de Hungria Machado,46,Guadalupe,21670290,-22.847867,-43.373775
Rua,Argemiro de Hungria Machado,14,Guadalupe,21670290,-22.847600,-43.374120
Rua,Zaquia Jorge,15,Bancarios,21911270,-22.788360,-43.173633
Travessa,Buquira,120,Tomas Coelho,20761370,-22.868046,-43.302726
Rua,Da Praca,102,Engenho da Rainha,20765465,-22.869468,-43.300985
Rua,Da Praca,115,Engenho da Rainha,20765465,-22.869304,-43.301333
Rua,Soares Caldeira,267,Madureira,21351080,-22.870821,-43.338272
Travessa,Antonio Tenorio,6,Vigario Geral,21010630,-22.806052,-43.302945
Rua,Dos Cajueiros,43,Bosque dos Palmares,23030150,-22.890329,-43.631773
Rua,Dos Cajueiros,23,Bosque dos Palmares,23030150,-22.891093,-43.631776
Rua,Machado de Assis,49,Guaratiba,23035380,-22.949208,-43.600541
Rua,Machado de Assis,45,Guaratiba,23035380,-22.949066,-43.600643
Rua,Severina Paes Camargo,16,Guaratiba,23032263,-22.943569,-43.603740
Travessa,Pedreira da Floresta,0,Itanhanga,22641220,-22.989595,-43.296940
Rua,Argemiro de Hungria Machado,174,Guadalupe,21670290,-22.846894,-43.374611
Rua,Da Praca,58,Engenho da Rainha,20765465,-22.868808,-43.302665
Rua,23 de Dezembro,25,Anchieta,21645520,-22.815229,-43.390309
Travessa,Ester Medina,4,Barreira do Vasco,20921270,-22.888174,-43.229077
Travessa,Antonio Tenorio,36,Vigario Geral,21010630,-22.805958,-43.303240
Projetada,35,28,Jacarepagua,22713550,-22.942307,-43.393805
Rua,Carlos Anes,183,Pavuna,21650120,-22.813272,-43.372144
Rua,Carlos Anes,125,Pavuna,21650120,-22.813357,-43.372170
Rua,Tamarana,95,Cosmos,23060220,-22.889278,-43.599912
Rua,Edmur Pericles Camargo,15,Senador Camara,21832145,-22.893969,-43.487122
Rua,Da Praca,175,Engenho da Rainha,20765465,-22.868873,-43.303233
Rua,Da Praca,85,Engenho da Rainha,20765465,-22.867649,-43.302324
Rua,Da Praca,153,Engenho da Rainha,20765465,-22.868843,-43.302628
Rua,Da Praca,156,Engenho da Rainha,20765465,-22.868853,-43.302340
Rua,Pedra Branca,460,Taquara,22715330,-22.919224,-43.380514
1a Travessa da Rua,Manuel Fernandes Branco,0,Jardim Carioca,21921310,-22.800429,-43.192584
Rua,Soares Caldeira,253,Madureira,21351080,-22.870278,-43.338717
Rua,Silva Xavier,192,Abolicao,20751010,-22.881088,-43.302428
Travessa,Antonio Tenorio,4,Vigario Geral,21010630,-22.806187,-43.303040
Rua,Dos Cajueiros,33,Bosque dos Palmares,23030150,-22.890755,-43.631763
Rua,Moreira Cesar,46,Pavuna,21655180,-22.825473,-43.380002
Rua,Machado de Assis,21,Guaratiba,23035380,-22.948299,-43.600702
Rua,Galvani,248,Vila da Penha,21220010,-22.847210,-43.309816
Estrada,Do Piai,5236,Sepetiba,23530611,-22.969524,-43.694965
Rua,Dionisio,263,Penha,21070160,-22.844347,-43.286604
Rua,Alvilandia,105,Bangu,21860340,-22.861284,-43.454073
Rua,Da Praca,187,Engenho da Rainha,20765465,-22.868748,-43.303622
Rua,Da Praca,117,Engenho da Rainha,20765465,-22.869210,-43.301420
Rua,Da Praca,96,Engenho da Rainha,20765465,-22.869514,-43.300951
Rua,Da Praca,122,Engenho da Rainha,20765465,-22.869178,-43.301529
Rua,Canuto,58,Iraja,21361410,-22.852464,-43.329000
Rua,Mario Verse,295,Anchieta,21645480,-22.823109,-43.398458
Rua,Dos Cajueiros,45,Bosque dos Palmares,23030150,-22.890256,-43.631788
Rua,Moreira Cesar,74,Pavuna,21655180,-22.819654,-43.378640
Rua,Rego,288,Olaria,21073440,-22.851926,-43.272085
Rua,Da Praca,184,Engenho da Rainha,20765465,-22.868792,-43.303336
Rua,Da Praca,83,Engenho da Rainha,20765465,-22.869741,-43.300325
Rua,Da Praca,148,Engenho da Rainha,20765465,-22.868972,-43.302217
Travessa,Maria de Fatima,12,Jardim Novo Realengo,21760001,-22.897760,-43.422767
Rua,Canuto,44,Iraja,21361410,-22.852507,-43.328851
Rua,Aderbal de Carvalho,0,Pilares,20750160,-22.876368,-43.302092
Travessa,Ester Medina,6,Barreira do Vasco,20921270,-22.888169,-43.229072
Estrada,Canrobert Pereira da Costa,102,Realengo,21710400,-22.877440,-43.422770
Rua,Carlos Anes,45,Pavuna,21650120,-22.812885,-43.371981
Beco,Triunfo,67,Sepetiba,23535816,-22.974695,-43.691216
Travessa,Margarida,221,Senador Camara,21832309,-22.896801,-43.495134
Rua,Da Praca,176,Engenho da Rainha,20765465,-22.868802,-43.303085
Rua,Da Praca,87,Engenho da Rainha,20765465,-22.867714,-43.302437
Rua,Da Praca,135,Engenho da Rainha,20765465,-22.868959,-43.302090
Rua,Da Praca,147,Engenho da Rainha,20765465,-22.868803,-43.302382
Rua,Do Bonfim,212,Sao Cristovao,20930450,-22.889946,-43.221363
Travessa,Maria de Fatima,8,Jardim Novo Realengo,21760001,-22.897824,-43.422866
Travessa,Sem Denominacao,103,Olaria,21073250,-22.849569,-43.270098
Avenida,Passos,77,Centro,20051040,-22.903920,-43.183391
Rua,Dionisio,249,Penha,21070160,-22.844040,-43.286347
Rua,Waldemar Coelho,489,Jardim Sulacap,21746180,-22.879249,-43.404177
Rua,Zaquia Jorge,30,Bancarios,21911270,-22.788505,-43.174531
Rua,Edmur Pericles Camargo,5,Senador Camara,21832145,-22.894352,-43.487942
Rua,Da Praca,51,Engenho da Rainha,20765465,-22.870164,-43.299739
Rua,Da Praca,151,Engenho da Rainha,20765465,-22.868837,-43.302424
Rua,Silva Xavier,180,Abolicao,20751010,-22.881455,-43.302354
Rua,Dutra,178,Freguesia,21911200,-22.791556,-43.172509
Rua,Machado de Assis,27,Guaratiba,23035380,-22.948466,-43.600669
Projetada,35,25,Jacarepagua,22713550,-22.942295,-43.393788
Acesso,A Travessa Um,34,Antares,23510360,-22.921741,-43.655486
Avenida,Roma,407,Bonsucesso,21041060,-22.863757,-43.250615
Rua,Dionisio,255,Penha,21070160,-22.844173,-43.286492
Rua,Argemiro de Hungria Machado,66,Guadalupe,21670290,-22.847690,-43.373919
Rua,Zaquia Jorge,12,Bancarios,21911270,-22.788435,-43.174520
Rua,Do Bonfim,176,Sao Cristovao,20930450,-22.889674,-43.220611
Rua,Rivadavia Campos,31,Recreio dos Bandeirantes,22790685,-23.016740,-43.483605
Rua,Dutra,94,Freguesia,21911200,-22.791127,-43.171904
Rua,Luiza Nogueira Goncalves,6,Recreio dos Bandeirantes,22790465,-23.007969,-43.448616
Rua,Machado de Assis,25,Guaratiba,23035380,-22.948427,-43.600732
Rua,Carlos Anes,71,Pavuna,21650120,-22.812948,-43.371944
Rua,Tamarana,1168,Cosmos,23060220,-22.887640,-43.600202
Rua,Do Cacau,301,Realengo,21750350,-22.879727,-43.417712
Rua,Rego,284,Olaria,21073440,-22.851974,-43.272012
Rua,Da Praca,79,Engenho da Rainha,20765465,-22.869745,-43.300583
Rua,Da Praca,60,Engenho da Rainha,20765465,-22.869981,-43.300050
Rua,Da Praca,136,Engenho da Rainha,20765465,-22.869070,-43.301745
Rua,Da Praca,168,Engenho da Rainha,20765465,-22.868774,-43.302761
Travessa,Maria de Fatima,3,Jardim Novo Realengo,21760001,-22.897760,-43.422816
Rua,Aderbal de Carvalho,212,Pilares,20750160,-22.876685,-43.301085
Estrada,Dos Sete Riachos,980,Santissimo,23098006,-22.863235,-43.514976
Rua,Canal Projetada Limite,64,Mare,21044763,-22.861110,-43.240032
Beco,Pelicano,12,Vila Joaniza,21941490,-22.811012,-43.229867
Rua,Moreira Cesar,202,Pavuna,21655180,-22.823117,-43.379219
Rua,Galvani,276,Vila da Penha,21220010,-22.847445,-43.309975
Rua,Severina Paes Camargo,34,Guaratiba,23032263,-22.945632,-43.604230
Rua,Argemiro de Hungria Machado,104,Guadalupe,21670290,-22.847441,-43.374241
Rua,Zaquia Jorge,17,Bancarios,21911270,-22.788113,-43.173099
Rua,Da Praca,183,Engenho da Rainha,20765465,-22.868858,-43.303500
Rua,Da Praca,101,Engenho da Rainha,20765465,-22.869551,-43.300816
Rua,Da Praca,125,Engenho da Rainha,20765465,-22.869039,-43.301767
Rua,Carlos Anes,103,Pavuna,21650120,-22.812905,-43.371871
Rua,Do Cacau,265,Realengo,21750350,-22.879447,-43.417983
Rua,Do Cacau,219,Realengo,21750350,-22.879626,-43.417798
Rua,Da Praca,55,Engenho da Rainha,20765465,-22.870089,-43.299894
Rua,Caminho de Dentro,16,Mato Alto,23030590,-22.961948,-43.578270
Estrada,Canrobert Pereira da Costa,206,Realengo,21710400,-22.877142,-43.421957
Rua,Alfredo Assuncao,316,Cosmos,23058540,-22.914157,-43.612988
Estrada,Do Piai,5340,Sepetiba,23530611,-22.969366,-43.695957
Rua,Waldemar Coelho,493,Jardim Sulacap,21746180,-22.879452,-43.404388
Rua,Da Praca,120,Engenho da Rainha,20765465,-22.869224,-43.301407
Rua,Da Praca,126,Engenho da Rainha,20765465,-22.869097,-43.301633
Rua,Pedra Branca,420,Taquara,22715330,-22.919534,-43.380439
Avenida,Braz de Pina,1017,Penha Circular,21210674,-22.839974,-43.298960
Avenida,Braz de Pina,1009,Penha Circular,21210674,-22.839900,-43.298711
Rua,Alfredo Assuncao,270,Cosmos,23058540,-22.914146,-43.613775
Rua,Alfredo Assuncao,326,Cosmos,23058540,-22.914164,-43.612911
Rua,Uruguaiana,166,Centro,20050092,-22.902565,-43.181019
Rua,Machado de Assis,41,Guaratiba,23035380,-22.948926,-43.600631
Rua,Dionisio,267,Penha,21070160,-22.844336,-43.286621
Estrada,Dos Sete Riachos,353,Santissimo,23098006,-22.863939,-43.511876
Rua,Uruguaiana,174,Centro,20050092,-22.902514,-43.181068
Rua,Amaral Costa,508,Campo Grande,23050260,-22.903772,-43.564602
Avenida,Roma,441,Bonsucesso,21041060,-22.864076,-43.250493
Estrada,Do Piai,5330,Sepetiba,23530611,-22.969390,-43.695877
Rua,Belisario Tavora,302,Cosme Velho,22245070,-22.942280,-43.192994
Rua,Waldemar Coelho,495,Jardim Sulacap,21746180,-22.879544,-43.404500
Rua,Da Praca,196,Engenho da Rainha,20765465,-22.868728,-43.303585
Rua,Da Praca,86,Engenho da Rainha,20765465,-22.869638,-43.300763
Rua,Da Praca,116,Engenho da Rainha,20765465,-22.869256,-43.301304
Rua,Andre Miguel,11,Realengo,21730210,-22.860649,-43.439705
Rua,Andre Miguel,13,Realengo,21730210,-22.860636,-43.439682
Estrada,Dicurana,31,Inhoaiba,23057300,-22.923342,-43.598808
Rua,Aderbal de Carvalho,222,Pilares,20750160,-22.876685,-43.301085
Rua,Lutecia,175,Realengo,21720070,-22.866281,-43.443257
Estrada,Canrobert Pereira da Costa,174,Realengo,21710400,-22.877513,-43.422586
Rua,Maturaca,350,Penha Circular,21210360,-22.846168,-43.297785
Rua,Moreira Cesar,150,Pavuna,21655180,-22.821085,-43.379140
Rua,Machado de Assis,35,Guaratiba,23035380,-22.948673,-43.600690
Acesso,A Travessa Um,35,Antares,23510360,-22.921765,-43.655519
Rua,Dois de Fevereiro,1521,Agua Santa,20745312,-22.909277,-43.302893
Rua,Dionisio,274,Penha,21070160,-22.844393,-43.286755
Rua,Da Praca,178,Engenho da Rainha,20765465,-22.868792,-43.303178
Rua,Carlos Medeiros,170,Campo Grande,23093140,-22.880675,-43.535873
Rua,Sem Denominacao,516,Vargem Grande,22785550,-22.973896,-43.502397
Rua,Amaral Costa,494,Campo Grande,23050260,-22.903777,-43.564482
Rua,Olivaldo Vila Nova,0,Santa Cruz Antares Gerdal,23510360,-22.920282,-43.652496
Rua,Waldemar Coelho,494,Jardim Sulacap,21746180,-22.879526,-43.404429
Rua,Zaquia Jorge,8,Bancarios,21911270,-22.788442,-43.174481
Rua,Alvilandia,65,Bangu,21860340,-22.862013,-43.454083
Rua,Da Praca,40,Engenho da Rainha,20765465,-22.870599,-43.299094
Rua,Andre Miguel,5,Realengo,21730210,-22.860849,-43.440033
Rua,Pedra Branca,510,Taquara,22715330,-22.919383,-43.381083
Rua,Luiz Brunini,36,Guaratiba,23025036,-22.995444,-43.622292
Rua,Rio do Pires,27,Pavuna,21520645,-22.810563,-43.353114
Rua,Gambia,49,Taquara,22775400,-22.950195,-43.378168
Rua,Jose Albano,419,Rio de Janeiro,23073720,-22.887105,-43.594399
Rua,Edmur Pericles Camargo,9,Senador Camara,21832145,-22.894204,-43.487621
Rua,Da Praca,155,Engenho da Rainha,20765465,-22.868783,-43.302632
Rua,Da Praca,164,Engenho da Rainha,20765465,-22.868824,-43.302685
Travessa,Pedro I,3,Bangu,21820310,-22.895624,-43.478195
Rua,Aderbal de Carvalho,233,Pilares,20750160,-22.876685,-43.301085
Rua,Projetada A,188,Tanque,22735020,-22.915886,-43.346722
Rua,Zaquia Jorge,9,Bancarios,21911270,-22.788459,-43.174482
Rua,Edmur Pericles Camargo,3,Senador Camara,21832145,-22.894425,-43.488040
Rua,Da Praca,76,Engenho da Rainha,20765465,-22.870100,-43.300539
Rua,Da Praca,41,Engenho da Rainha,20765465,-22.870529,-43.299217
Rua,Da Praca,158,Engenho da Rainha,20765465,-22.868874,-43.302449
Travessa,Oliveira,70,Galeao,21940000,-22.821539,-43.229525
Rua,Do Bonfim,192,Sao Cristovao,20930450,-22.889879,-43.221052
Rua,Do Bonfim,190,Sao Cristovao,20930450,-22.889851,-43.220841
Rua,Mario Verse,223,Anchieta,21645480,-22.823775,-43.398162
Travessa,Laurinha,7,Santa Cruz,23550116,-22.921812,-43.697628
Rua,Do Cacau,225,Realengo,21750350,-22.879122,-43.418215
Rua,Dionisio,251,Penha,21070160,-22.844127,-43.286511
Rua,Argemiro de Hungria Machado,164,Guadalupe,21670290,-22.846937,-43.374581
Rua,Da Praca,182,Engenho da Rainha,20765465,-22.868809,-43.303277
Rua,Da Praca,84,Engenho da Rainha,20765465,-22.869660,-43.300731
Rua,Da Praca,94,Engenho da Rainha,20765465,-22.869580,-43.300928
Estrada,Da Cancela Preta,2160,Bangu,21725010,-22.852093,-43.458322
Rua,Aurelio Garcindo,390,Olaria,21073000,-22.846650,-43.270421
Estrada,Canrobert Pereira da Costa,62,Realengo,21710400,-22.877862,-43.422969
Rua,C,868,Sepetiba,23545040,-22.946913,-43.684733
Rua,Carlos Anes,83,Pavuna,21650120,-22.813135,-43.372179
Rua,Da Praca,121,Engenho da Rainha,20765465,-22.869290,-43.301309
Rua,Da Praca,91,Engenho da Rainha,20765465,-22.869722,-43.300542
Rua,Da Praca,95,Engenho da Rainha,20765465,-22.869442,-43.301017
Rua,Da Praca,118,Engenho da Rainha,20765465,-22.869243,-43.301308
Rua,Rezende,240,Cachambi,20780260,-22.897720,-43.271429
Avenida,Braz de Pina,1053,Penha Circular,21210674,-22.840136,-43.299832
Rua,Gambia,50,Taquara,22775400,-22.950201,-43.378200
Rua,Dutra,168,Freguesia,21911200,-22.791609,-43.172504
Travessa,Ester Medina,10,Barreira do Vasco,20921270,-22.887661,-43.229338
Rua,Severina Paes Camargo,32,Guaratiba,23032263,-22.946026,-43.604416
Rua,Severina Paes Camargo,36,Guaratiba,23032263,-22.945164,-43.604109
Rua,Da Praca,49,Engenho da Rainha,20765465,-22.870395,-43.299536
Rua,Da Praca,67,Engenho da Rainha,20765465,-22.869999,-43.300090
Rua,Da Praca,77,Engenho da Rainha,20765465,-22.869835,-43.300376
Rua,Da Praca,111,Engenho da Rainha,20765465,-22.869295,-43.301263
Rua,Da Praca,142,Engenho da Rainha,20765465,-22.868961,-43.302052
Rua,Da Praca,149,Engenho da Rainha,20765465,-22.868796,-43.302428
Rua,Rezende,218,Cachambi,20780260,-22.897789,-43.271294
Rua,Canuto,118,Iraja,21361410,-22.852312,-43.329623
Rua,Soares Caldeira,0,Madureira,21351080,-22.869920,-43.339115
Rua,Maturaca,16,Penha Circular,21210360,-22.846950,-43.297521
Avenida,Helder Camara,9250,Quintino Bocaiuva,21380007,-22.884531,-43.316352
Rua,Argemiro de Hungria Machado,26,Guadalupe,21670290,-22.848040,-43.373784
Rua,Da Praca,124,Engenho da Rainha,20765465,-22.869211,-43.301380
Rua,Da Praca,143,Engenho da Rainha,20765465,-22.868947,-43.302206
Travessa,Alexandre Moura,18,Senador Camara,23010180,-22.877273,-43.506854
Rua,Jeronimo de Ornelas,22,Cacuia,21930450,-22.811604,-43.185994
Rua,Silva Xavier,216,Abolicao,20751010,-22.880585,-43.302592
Rua,Lutecia,139,Realengo,21720070,-22.866631,-43.443115
Rua,Da Ordem,3,Praca Seca,22733900,-22.906569,-43.354024
Rua,Moreira Cesar,90,Pavuna,21655180,-22.819778,-43.378631
Ilha,Das Garcas,52,Barra da Tijuca,22640034,-23.001581,-43.311941
Rua,Carlos Anes,233,Pavuna,21650120,-22.813156,-43.372220
Rua,Da Praca,109,Engenho da Rainha,20765465,-22.869334,-43.301291
Rua,Da Praca,128,Engenho da Rainha,20765465,-22.869101,-43.301607
Rua,Da Praca,39,Engenho da Rainha,20765465,-22.870626,-43.299069
Rua,Da Praca,61,Engenho da Rainha,20765465,-22.870022,-43.300047
Travessa,Oliveira,164,Galeao,21940000,-22.820815,-43.230267
Rua,23 de Dezembro,27,Anchieta,21645520,-22.815235,-43.390307
Rua,Carlos Medeiros,190,Campo Grande,23093140,-22.880847,-43.535885
Rua,Silva Xavier,220,Abolicao,20751010,-22.880421,-43.302658
Avenida,Braz de Pina,1013,Penha Circular,21210674,-22.839966,-43.298831
Projetada,35,17,Jacarepagua,22713550,-22.942180,-43.393173
Avenida,Helder Camara,9220,Quintino Bocaiuva,21380007,-22.884531,-43.316066
Rua,Maria Fernandes,55,Sepetiba,23535133,-22.984329,-43.700248
Rua,Dionisio,284,Penha,21070160,-22.844547,-43.286811
Rua,Waldemar Coelho,496,Jardim Sulacap,21746180,-22.879672,-43.404529
Rua,Da Praca,47,Engenho da Rainha,20765465,-22.870405,-43.299445
Rua,Da Praca,165,Engenho da Rainha,20765465,-22.868754,-43.302902
Rua,Silva Xavier,196,Abolicao,20751010,-22.880985,-43.302471
Estrada,Dos Sete Riachos,8,Santissimo,23098006,-22.862718,-43.515508
Rua,Maturaca,363,Penha Circular,21210360,-22.845459,-43.297750
Rua,Cracituba,220,Ricardo de Albuquerque,21620210,-22.838617,-43.407310
Avenida,Helder Camara,9242,Quintino Bocaiuva,21380007,-22.884567,-43.316251
Rua,Da Praca,174,Engenho da Rainha,20765465,-22.868737,-43.302992
Rua,Da Praca,75,Engenho da Rainha,20765465,-22.869923,-43.300152
Rua,Da Praca,65,Engenho da Rainha,20765465,-22.870006,-43.300116
Rua,Do Bonfim,188,Sao Cristovao,20930450,-22.889840,-43.220932
Rua,Pedra Branca,480,Taquara,22715330,-22.917611,-43.376474
Rua,Uruguaiana,162,Centro,20050092,-22.902601,-43.180870
Rua,Machado de Assis,43,Guaratiba,23035380,-22.949035,-43.600557
Rua,Carlos Anes,118,Pavuna,21650120,-22.813166,-43.372187
Rua,Maria Fernandes,53,Sepetiba,23535133,-22.984358,-43.700254
Rua,Da Praca,69,Engenho da Rainha,20765465,-22.869923,-43.300190
Travessa,Alexandre Moura,22,Senador Camara,23010180,-22.877207,-43.506761
Estrada,Da Cancela Preta,2170,Bangu,21725010,-22.851971,-43.458289
Avenida,Braz de Pina,1037,Penha Circular,21210674,-22.840101,-43.299434
Rua,Lutecia,81,Realengo,21720070,-22.867148,-43.442981
Travessa,Ester Medina,44,Barreira do Vasco,20921270,-22.888047,-43.229142
Rua,Machado de Assis,51,Guaratiba,23035380,-22.949186,-43.600596
Rua,Argemiro de Hungria Machado,36,Guadalupe,21670290,-22.847969,-43.373839
Rua,Pedra Branca,430,Taquara,22715330,-22.919522,-43.380447
Rua,Pedra Branca,520,Taquara,22715330,-22.919352,-43.381191
Rua,Uruguaiana,160,Centro,20050092,-22.902644,-43.180828
Rua,Barbara Heliodora,63,Jardim Sulacap,21741050,-22.889191,-43.396634
Rua,Machado de Assis,37,Guaratiba,23035380,-22.948800,-43.600722
Avenida,Helder Camara,9246,Quintino Bocaiuva,21380007,-22.884531,-43.316352
Beco,Triunfo,31,Sepetiba,23535816,-22.975058,-43.691182
Rua,Da Praca,190,Engenho da Rainha,20765465,-22.868765,-43.303438
Rua,Da Praca,166,Engenho da Rainha,20765465,-22.868784,-43.302716
Rua,Olavo Gama,212,Campo Grande,23040400,-22.959030,-43.574323
Rua,Lutecia,51,Realengo,21720070,-22.867459,-43.442877
Rua,Itupiranga,85,Campo Grande,23047190,-22.927633,-43.565376
Rua,Itupiranga,35,Campo Grande,23047190,-22.927952,-43.565312
Rua,Itupiranga,25,Campo Grande,23047190,-22.928044,-43.565323
Rua,Antonio Francisco Lisboa,9,Cantagalo,22071060,-22.981604,-43.197069
Rua,Dalias,0,Rio das Pedras,22753992,-22.976836,-43.337665
Rua,Dalias,215,Rio das Pedras,22753992,-22.976968,-43.337571
Rua,Dalias,275,Rio das Pedras,22753992,-22.976751,-43.337575
Travessa,Jessica,4,Cosmos,23066272,-22.890646,-43.616715
Rua,Do Rio,171,Jacarezinho,20972450,-22.887388,-43.256342
Travessa,Quarenta e Nove,16,Mare,21046210,-22.867989,-43.236393
Travessa,Quarenta e Nove,22,Mare,21046210,-22.867985,-43.236531
